id_peli,titulo,año,pais,tipo,puntuacion,votos
86,Thor: El mundo oscuro,2013,Estados Unidos,Película,5.67,38240
87,Gru 2. Mi villano favorito,2013,Estados Unidos,Película,6.63,37649
88,Enredados,2010,Estados Unidos,Película,6.9,36514
89,Tres anuncios en las afueras,2017,Reino Unido,Película,7.62,47080
90,Spotlight,2015,Estados Unidos,Película,7.28,45658
91,Millennium 1: Los hombres que no amaban a las mujeres,2009,Suecia,Película,6.68,44135
92,La mala educación,2004,España,Película,6.05,39344
93,Hard Candy,2005,Estados Unidos,Película,6.76,38227
94,Millennium: Los hombres que no amaban a las mujeres,2011,Estados Unidos,Película,6.96,35309
95,La caza,2012,Dinamarca,Película,7.72,34525
96,Irreversible,2002,Francia,Película,6.74,25221
97,Regresión,2015,España,Película,5.31,24493
98,La duda,2008,Estados Unidos,Película,6.82,23347
99,Big Little Lies (Serie de TV),2017,Estados Unidos,Serie de TV,7.73,19685
100,Happiness,1998,Estados Unidos,Película,7.45,19192
101,Elle,2016,Francia,Película,6.45,17309
102,Corazones de hierro,1989,Estados Unidos,Película,6.76,15644
103,Juegos secretos,2006,Estados Unidos,Película,6.92,14709
104,Lilja forever (Lilja 4-ever),2002,Suecia,Película,7.52,11602
105,El club,2015,Chile,Película,7.06,10250
106,El manantial de la doncella,1960,Suecia,Película,7.88,8536
107,Las vidas de Grace (Short Term 12),2013,Estados Unidos,Película,7.18,8524
108,El escándalo,2019,Estados Unidos,Película,6.17,8095
109,Creedme (Miniserie de TV),2019,Estados Unidos,Miniserie de TV,7.47,7722
110,Capturing the Friedmans,2003,Estados Unidos,Película,7.49,7280
111,Acusados,1988,Estados Unidos,Película,6.44,5933
112,No tengas miedo,2011,España,Película,6.15,5603
113,Oscura inocencia,2004,Estados Unidos,Película,7.14,5524
114,El leñador,2004,Estados Unidos,Película,6.42,4989
115,Revenge,2017,Francia,Película,5.65,4845
116,Citizen X (Ciudadano X) (TV),1995,Estados Unidos,TV,7.08,4644
117,Los niños de San Judas,2003,Irlanda,Película,6.98,4436
118,Escupiré sobre tu tumba (Dulce venganza),2010,Estados Unidos,Película,5.72,4343
119,La última casa a la izquierda,1972,Estados Unidos,Película,5.4,4242
120,Las inocentes,2016,Francia,Película,6.53,3274
121,Redacted,2007,Estados Unidos,Película,6.08,3213
122,Jeffrey Epstein: Asquerosamente rico (Miniserie de TV),2020,Estados Unidos,Miniserie de TV,6.3,3208
123,Puedes confiar en mí,2010,Estados Unidos,Película,6.01,3170
124,La verdad oculta,2010,Canadá,Película,6.53,3091
125,The Assistant,2019,Estados Unidos,Película,6.23,2945
126,Fóllame,2000,Francia,Película,3.93,2918
127,Paulina,2015,Argentina,Película,6.24,2528
128,Leaving Neverland,2019,Estados Unidos,Película,6.28,2377
129,Tras el cristal,1986,España,Película,6.34,2324
130,El mundo de Kanako,2014,Japón,Película,6.01,2271
131,Ley y orden: Unidad de Víctimas Especiales (Serie de TV),1999,Estados Unidos,Serie de TV,6.37,2177
132,Nevenka (Miniserie de TV),2021,España,Miniserie de TV,6.57,2153
133,Silencio de hielo,2010,Alemania,Película,6.12,2096
134,Gracias a Dios,2018,Francia,Película,6.59,2072
135,Podría destruirte (Miniserie de TV),2020,Reino Unido,Miniserie de TV,7.11,2053
136,Tráfico humano (Miniserie de TV),2005,Canadá,Miniserie de TV,6.39,1778
137,The Keepers (Miniserie de TV),2017,Estados Unidos,Miniserie de TV,7.12,1600
138,La violencia del sexo,1978,Estados Unidos,Película,5.21,1558
139,"Karate Kid, el momento de la verdad",1984,Estados Unidos,Película,6.07,58763
140,Déjame entrar,2008,Suecia,Película,7.27,57599
141,Carrie,1976,Estados Unidos,Película,6.99,54722
142,Un monstruo viene a verme,2016,España,Película,6.63,35795
143,Precious,2009,Estados Unidos,Película,6.7,31024
144,Moonlight,2016,Estados Unidos,Película,6.75,29286
145,Por trece razones (Serie de TV),2017,Estados Unidos,Serie de TV,6.77,22379
146,Chicas malas,2004,Estados Unidos,Película,5.39,20636
147,Wonder,2017,Estados Unidos,Película,7.07,17213
148,En un mundo mejor,2010,Dinamarca,Película,7.23,12961
149,Déjame entrar (Let Me In),2010,Estados Unidos,Película,6.36,12775
150,Carrie,2013,Estados Unidos,Película,5.0,11407
151,Freaks and Geeks (Serie de TV),1999,Estados Unidos,Serie de TV,7.96,7450
152,Bienvenidos a la casa de muñecas,1995,Estados Unidos,Película,7.11,6092
153,Ben X,2007,Bélgica,Película,6.57,5146
154,Cobardes,2008,España,Película,5.52,5125
155,A Silent Voice,2016,Japón,Película,7.15,5035
156,¿Otra vez tú?,2010,Estados Unidos,Película,4.38,3721
157,No tan duro de pelar (Drillbit Taylor),2008,Estados Unidos,Película,4.43,3383
158,Klass (The Class),2007,Estonia,Película,6.99,3376
159,Evil (Ondskan),2003,Suecia,Película,7.13,3192
160,Por trece razones: ¿Quién mató a Bryce Walker? (Serie de TV),2019,Estados Unidos,Serie de TV,5.41,2047
161,Después de Lucía,2012,México,Película,6.63,1981
162,The Tribe,2014,Ucrania,Película,6.57,1835
163,Los héroes del mal,2015,España,Película,5.31,1695
164,Salvados,2004,Estados Unidos,Película,5.35,1466
165,Chicas malas 2 (TV),2011,Estados Unidos,TV,3.04,1424
166,Uno para todos,2020,España,Película,6.22,1397
167,Antes de la tormenta,2000,Suecia,Película,6.86,1327
168,Por trece razones: La temporada final (Serie de TV),2020,Estados Unidos,Serie de TV,4.63,1278
169,American Crime 2 (Serie de TV),2016,Estados Unidos,Serie de TV,7.38,1276
170,La soledad de los números primos,2010,Italia,Película,4.74,1260
171,2:37 (La hora del suicida),2006,Australia,Película,6.16,1219
172,Bajo el hielo,2005,Canadá,Película,4.77,1012
173,Bullying,2009,España,Película,4.65,979
174,Insatiable (Serie de TV),2018,Estados Unidos,Serie de TV,4.61,976
175,Lucas,1986,Estados Unidos,Película,5.49,863
176,Audrie y Daisy,2016,Estados Unidos,Película,6.41,818
177,El joven Törless,1966,Alemania del Oeste (RFA),Película,7.09,744
178,La reunión,2013,Suecia,Película,6.68,722
179,Por trece razones: Más allá de las razones (TV),2017,Estados Unidos,TV,5.75,716
180,"Turn Me On, Goddammit",2011,Noruega,Película,6.05,695
181,Todo sobre Lily,2001,Japón,Película,6.88,695
182,Mean Creek,2004,Estados Unidos,Película,6.73,693
183,The King of Pigs,2011,Corea del Sur,Película,6.82,607
184,The Final,2010,Estados Unidos,Película,4.75,566
185,Acoso en la red social (TV),2011,Canadá,TV,4.28,550
186,Perras,2011,México,Película,4.28,517
187,Cyberbully (TV),2015,Reino Unido,TV,6.07,461
188,Regreso al futuro,1985,Estados Unidos,Película,7.5,139300
189,Ciudad de Dios,2002,Brasil,Película,8.42,124232
190,American Pie,1999,Estados Unidos,Película,5.85,110811
191,Juno,2007,Estados Unidos,Película,6.93,99443
192,Grease,1978,Estados Unidos,Película,7.07,98761
193,La red social,2010,Estados Unidos,Película,6.85,93421
194,El diario de Noa,2004,Estados Unidos,Película,7.28,82285
195,La ola,2008,Alemania,Película,7.4,81553
196,Dirty Dancing,1987,Estados Unidos,Película,6.06,73372
197,Sé lo que hicisteis el último verano,1997,Estados Unidos,Película,4.63,72570
198,Malcolm (Serie de TV),2000,Estados Unidos,Serie de TV,6.99,71884
199,Los goonies,1985,Estados Unidos,Película,7.27,71790
200,Super 8,2011,Estados Unidos,Película,6.39,70085
201,Clerks,1994,Estados Unidos,Película,7.36,55006
202,Aquellos maravillosos años (Serie de TV),1988,Estados Unidos,Serie de TV,7.04,48675
203,Smallville (Serie de TV),2001,Estados Unidos,Serie de TV,5.29,48164
204,Boyhood (Momentos de una vida),2014,Estados Unidos,Película,7.26,47501
205,Elephant,2003,Estados Unidos,Película,6.46,45570
206,Scott Pilgrim contra el mundo,2010,Estados Unidos,Película,6.62,44463
207,Sensación de vivir - 90210 (Serie de TV),1990,Estados Unidos,Serie de TV,4.6,44445
208,Sleepers,1996,Estados Unidos,Película,7.39,43095
209,El bola,2000,España,Película,7.05,43080
210,Moonrise Kingdom,2012,Estados Unidos,Película,7.17,37866
211,La vida de Adèle,2013,Francia,Película,7.43,37548
212,Las ventajas de ser un marginado,2012,Estados Unidos,Película,7.12,37510
213,Dawson crece (Serie de TV),1998,Estados Unidos,Serie de TV,5.43,36990
214,Supersalidos,2007,Estados Unidos,Película,5.89,36854
215,El lago azul,1980,Estados Unidos,Película,5.34,34641
216,American Pie 2,2001,Estados Unidos,Película,5.49,33731
217,Las vírgenes suicidas,1999,Estados Unidos,Película,6.71,32427
218,The O.C. - The Orange County (Serie de TV),2003,Estados Unidos,Serie de TV,5.55,31975
219,This Is England,2006,Reino Unido,Película,7.15,31475
220,Los cuatrocientos golpes (Los 400 golpes),1959,Francia,Película,8.08,30641
221,Soñadores,2003,Reino Unido,Película,7.06,30371
222,Cuenta conmigo,1986,Estados Unidos,Película,7.31,30364
223,Como agua para chocolate,1992,México,Película,6.92,30250
224,Spider-Man: Homecoming,2017,Estados Unidos,Película,6.32,29647
225,Barrio,1998,España,Película,7.15,29473
226,Las chicas Gilmore (Serie de TV),2000,Estados Unidos,Serie de TV,6.25,29224
227,Chicho Terremoto (Serie de TV),1981,Japón,Serie de TV,6.41,29185
228,American Pie 3: ¡Menuda boda!,2003,Estados Unidos,Película,5.1,28826
229,Proyecto X,2012,Estados Unidos,Película,5.87,28554
230,Un paseo para recordar,2002,Estados Unidos,Película,6.53,24983
231,Misfits (Inadaptados) (Serie de TV),2009,Reino Unido,Serie de TV,7.38,24296
232,Your Name,2016,Japón,Película,7.75,23941
233,Las normas de la casa de la sidra,1999,Estados Unidos,Película,6.98,46055
234,Heidi (Serie de TV),1974,Japón,Serie de TV,6.12,36291
235,The Blind Side (Un sueño posible),2009,Estados Unidos,Película,6.54,23821
236,La huérfana,2009,Estados Unidos,Película,6.09,20727
237,Lion,2016,Australia,Película,7.26,20190
238,Un papá genial,1999,Estados Unidos,Película,5.42,19781
239,Stuart Little,1999,Estados Unidos,Película,4.74,18933
240,Arizona Baby,1987,Estados Unidos,Película,6.6,18713
241,Verano 1993,2017,España,Película,6.78,15817
242,Secretos y mentiras,1996,Reino Unido,Película,7.69,14383
243,Philomena,2013,Reino Unido,Película,6.73,13823
244,Tres hombres y un bebé,1987,Estados Unidos,Película,4.74,8956
245,El niño de la bicicleta,2011,Bélgica,Película,6.84,8828
246,El inolvidable Simon Birch,1998,Estados Unidos,Película,6.14,8779
247,Stuart Little 2,2002,Estados Unidos,Película,4.13,6838
248,El niño,2005,Bélgica,Película,7.06,6519
249,El enviado,2004,Estados Unidos,Película,4.38,5876
250,Descubriendo a los Robinsons,2007,Estados Unidos,Película,6.04,5783
251,La vida de Calabacín,2016,Suiza,Película,7.31,5443
252,"Thi Mai, rumbo a Vietnam",2018,España,Película,4.7,5281
253,3 solteros y un biberón (Tres solteros y un biberón),1985,Francia,Película,5.63,4506
254,Madres e hijas,2009,Estados Unidos,Película,6.77,4144
255,El niño de Marte,2007,Estados Unidos,Película,5.68,3682
256,Familia al instante,2018,Estados Unidos,Película,6.15,3511
257,Somnia. Dentro de tus sueños,2016,Estados Unidos,Película,5.32,3266
258,Webster (Serie de TV),1983,Estados Unidos,Serie de TV,4.31,3237
259,Ana (Serie de TV),2017,Canadá,Serie de TV,7.77,2933
260,Vete y vive,2005,Francia,Película,7.45,2909
261,Candy Candy (Serie de TV),1976,Japón,Serie de TV,4.91,2679
262,Vida privada,2018,Estados Unidos,Película,6.49,2436
263,La mujer de la montaña,2018,Islandia,Película,6.84,2433
264,Ana de las tejas verdes (TV),1985,Canadá,TV,6.81,2239
265,Dictado,2012,España,Película,4.85,2229
266,Ema,2019,Chile,Película,6.61,2097
267,La vergüenza,2009,España,Película,6.09,1965
268,Canción de cuna,1994,España,Película,5.55,1814
269,Annie,2014,Estados Unidos,Película,4.34,1769
270,Marsella,2014,España,Película,5.72,1577
271,Arnold (Serie de TV),1978,Estados Unidos,Serie de TV,4.72,1482
272,Serenata nostálgica,1941,Estados Unidos,Película,6.66,1368
273,Los chicos de diciembre,2007,Australia,Película,5.5,1276
274,Rastros de sándalo,2014,España,Película,5.77,1213
275,Proceso de admisión,2013,Estados Unidos,Película,4.54,1208
276,La adopción,2015,España,Película,6.24,1167
277,"Foster, la casa de los amigos imaginarios (Serie de TV)",2004,Estados Unidos,Serie de TV,5.88,1119
278,Flirteando con el desastre,1996,Estados Unidos,Película,5.67,1012
279,La pequeña Lola,2004,Francia,Película,6.11,976
280,Welcome to the Rileys,2010,Estados Unidos,Película,6.35,966
281,El rey león,1994,Estados Unidos,Película,7.93,159255
282,Casablanca,1942,Estados Unidos,Película,8.36,95386
283,Ace Ventura: Operación África,1995,Estados Unidos,Película,4.99,76700
284,Diamante de sangre,2006,Estados Unidos,Película,7.3,73454
285,El paciente inglés,1996,Reino Unido,Película,7.1,68555
286,Memorias de África,1985,Estados Unidos,Película,7.45,62500
287,Black Hawk derribado,2001,Estados Unidos,Película,6.86,51300
288,El jardinero fiel,2005,Reino Unido,Película,7.31,50323
289,Capitán Phillips,2013,Estados Unidos,Película,6.97,44294
290,Hotel Rwanda,2004,Reino Unido,Película,7.62,40727
291,Madagascar,2005,Estados Unidos,Película,6.25,38690
292,Tarzán,1999,Estados Unidos,Película,6.84,34180
293,La reina de África,1951,Estados Unidos,Película,7.9,32600
294,El último rey de Escocia,2006,Reino Unido,Película,7.13,28881
295,Black Panther,2018,Estados Unidos,Película,5.89,28848
296,El príncipe de Zamunda,1988,Estados Unidos,Película,5.12,26740
297,El rey león,2019,Estados Unidos,Película,6.45,19266
298,Lágrimas del sol,2003,Estados Unidos,Película,6.15,17549
299,Madagascar 2,2008,Estados Unidos,Película,6.1,17301
300,Beasts of No Nation,2015,Estados Unidos,Película,7.31,12881
301,Palmeras en la nieve,2015,España,Película,6.01,12825
302,El rey león 2: El tesoro de Simba,1998,Estados Unidos,Película,5.67,12557
303,Gorilas en la niebla,1988,Estados Unidos,Película,6.64,12090
304,Congo,1995,Estados Unidos,Película,4.2,11683
305,La joya del Nilo,1985,Estados Unidos,Película,5.65,9876
306,Los dioses deben estar locos,1980,Botswana,Película,6.63,9477
307,Taboo (Serie de TV),2017,Reino Unido,Serie de TV,7.06,8921
308,Mogambo,1953,Estados Unidos,Película,7.19,8729
309,13 Horas: Los soldados secretos de Bengasi,2016,Estados Unidos,Película,6.2,8425
310,Adú,2020,España,Película,6.18,8394
311,"Cazador blanco, corazón negro",1990,Estados Unidos,Película,6.96,8382
312,Amar peligrosamente,2003,Estados Unidos,Película,6.04,7672
313,Una tribu en la cancha,1994,Estados Unidos,Película,4.44,7613
314,Los demonios de la noche,1996,Estados Unidos,Película,5.79,7595
315,"Greystoke, la leyenda de Tarzán",1984,Estados Unidos,Película,5.91,7214
316,La pesadilla de Darwin,2004,Francia,Película,7.6,6876
317,Juntos y revueltos,2014,Estados Unidos,Película,5.06,6527
318,El rey león 3: Hakuna Matata,2004,Estados Unidos,Película,5.47,6400
319,Hatari,1962,Estados Unidos,Película,7.23,5200
320,El niño que domó el viento,2019,Reino Unido,Película,6.89,4881
321,La masai blanca,2005,Alemania,Película,5.8,4553
322,Timbuktu,2014,Mauritania,Película,6.57,4471
323,El soldado de Dios,2011,Estados Unidos,Película,5.78,4330
324,Las minas del rey Salomón,1985,Estados Unidos,Película,4.66,4122
325,Kirikú y la bruja,1998,Francia,Película,6.87,3999
326,El cielo protector,1990,Reino Unido,Película,6.43,3827
327,Timón y Pumba (Serie de TV),1995,Estados Unidos,Serie de TV,5.22,3716
328,Mandela. Del mito al hombre,2013,Sudáfrica,Película,6.29,3648
329,El cuaderno de Sara,2018,España,Película,5.23,3541
330,El séptimo sello,1957,Suecia,Película,8.14,33456
331,Gambito de dama (Miniserie de TV),2020,Estados Unidos,Miniserie de TV,7.62,24546
332,El secreto de Thomas Crown,1999,Estados Unidos,Película,5.97,16469
333,El juego de Geri (C),1997,Estados Unidos,Cortometraje,7.28,13133
334,Innocent Moves (En busca de Bobby Fischer),1993,Estados Unidos,Película,6.78,7916
335,El caso Fischer,2014,Estados Unidos,Película,6.16,5446
336,Jaque al asesino,1992,Estados Unidos,Película,5.14,4744
337,La tabla de Flandes,1994,Reino Unido,Película,4.53,4419
338,Hijo de Caín,2013,España,Película,5.81,3753
339,El caso de Thomas Crown,1968,Estados Unidos,Película,6.49,3396
340,Fresh,1994,Estados Unidos,Película,7.1,2964
341,La defensa Luzhin,2001,Reino Unido,Película,6.15,1554
342,El jugador de ajedrez,2017,España,Película,5.85,1368
343,La reina de Katwe,2016,Estados Unidos,Película,6.59,1159
344,"No Game, No Life (Serie de TV)",2014,Japón,Serie de TV,6.68,957
345,El juego más frío,2019,Polonia,Película,5.15,877
346,Los jugadores de ajedrez,1977,India,Película,7.22,705
347,"Fingers, ataque terrorista",2006,Estados Unidos,Película,5.99,610
348,AlphaGo,2017,Estados Unidos,Película,7.17,559
349,Bobby Fischer Against the World,2011,Estados Unidos,Película,6.91,453
350,Computer Chess,2013,Estados Unidos,Película,5.57,375
351,La diagonal del loco,1984,Suiza,Película,6.53,368
352,La jugadora,2009,Francia,Película,6.55,325
353,El juego de Arcibel,2003,Argentina,Película,6.63,315
354,Fahim,2019,Francia,Película,6.06,299
355,Colombo: La partida más peligrosa (TV),1973,Estados Unidos,TV,6.43,254
356,La fiebre del ajedrez (C),1925,Unión Soviética (URSS),Cortometraje,6.58,243
357,"5150, Rue des Ormes",2009,Canadá,Película,5.9,228
358,Jaque mate (Serie de TV),2011,Canadá,Serie de TV,5.07,213
359,The Dark Horse,2014,Nueva Zelanda,Película,6.56,205
360,A Chess Dispute (C),1903,Reino Unido,Cortometraje,4.75,185
361,El jugador de ajedrez (TV),1978,Alemania del Oeste (RFA),TV,6.32,176
362,Juego de reyes,1960,Alemania del Oeste (RFA),Película,6.72,169
363,Inspirations (C),2012,España,Cortometraje,5.18,144
364,Game Over: Kasparov and the Machine,2004,Reino Unido,Película,6.77,121
365,Una llamada a las doce,1965,Reino Unido,Película,6.47,119
366,Life of a King,2013,Estados Unidos,Película,5.64,118
367,Pensamiento crítico,2019,Estados Unidos,Película,5.76,114
368,La mujer con las botas rojas,1974,Francia,Película,5.12,114
369,Headspace: El rostro del mal,2005,Estados Unidos,Película,3.54,102
370,Judit contra todos (Ep),2020,España,TV,7.06,77
371,Capablanca,1987,Cuba,Película,5.65,68
372,Los caballeros del sur del Bronx (TV),2005,Estados Unidos,TV,6.03,67
373,El sacrificio de Ulises (C),2011,España,Cortometraje,6.94,64
374,El duelo fantástico (C),2013,España,Cortometraje,4.66,59
375,Magnus,2016,Noruega,Película,6.56,57
376,La otra cara de la luna,2000,España,Película,3.79,57
377,Zatoichi and the Chess Expert,1965,Japón,Película,6.53,55
378,Brooklyn Castle,2012,Estados Unidos,Película,6.98,53
379,La defensa del dragón,2017,Colombia,Película,6.0,52
380,Leaving Las Vegas,1995,Estados Unidos,Película,7.25,54937
381,El vuelo (Flight),2012,Estados Unidos,Película,6.57,34087
382,Ha nacido una estrella,2018,Estados Unidos,Película,6.58,27037
383,Californication (Serie de TV),2007,Estados Unidos,Serie de TV,7.19,26041
384,Solas,1999,España,Película,7.63,24376
385,My Blueberry Nights,2007,Hong Kong,Película,6.63,23832
386,The Master,2012,Estados Unidos,Película,6.32,22466
387,Días de vino y rosas,1962,Estados Unidos,Película,8.12,19092
388,Shameless (Serie de TV),2011,Estados Unidos,Serie de TV,7.82,15188
389,Corazón rebelde,2009,Estados Unidos,Película,6.7,12972
390,La chica del tren,2016,Estados Unidos,Película,5.45,12865
391,Colossal,2016,Canadá,Película,5.94,12692
392,Veredicto final,1982,Estados Unidos,Película,7.38,12554
393,Bird,1988,Estados Unidos,Película,7.38,9883
394,Días sin huella,1945,Estados Unidos,Película,7.92,9558
395,28 días,2000,Estados Unidos,Película,4.77,9386
396,Aquí y ahora,2013,Estados Unidos,Película,6.22,8443
397,Cuando un hombre ama a una mujer,1994,Estados Unidos,Película,5.55,7523
398,Escrito sobre el viento,1956,Estados Unidos,Película,7.53,6386
399,Ruta suicida,1977,Estados Unidos,Película,6.05,5945
400,Bad Santa,2003,Estados Unidos,Película,5.93,5847
401,La noche de la iguana,1964,Estados Unidos,Película,7.49,5585
402,Melodía de seducción,1989,Estados Unidos,Película,6.38,5337
403,Factotum,2005,Noruega,Película,6.23,4832
404,¿Podrás perdonarme algún día?,2018,Estados Unidos,Película,6.46,4401
405,Submarino,2010,Dinamarca,Película,7.09,4015
406,Joe,2013,Estados Unidos,Película,5.97,3819
407,Los amantes del Pont-Neuf,1991,Francia,Película,7.42,3730
408,Otra ronda,2020,Dinamarca,Película,7.18,3233
409,"Fat City, ciudad dorada",1972,Estados Unidos,Película,7.3,3218
410,El fuego fatuo,1963,Francia,Película,7.73,3004
411,El borracho,1987,Estados Unidos,Película,6.46,2985
412,Retorno a Brideshead,2008,Reino Unido,Película,6.12,2852
413,Así somos (People Like Us),2012,Estados Unidos,Película,5.96,2805
414,The Way Back,2020,Estados Unidos,Película,6.09,2594
415,A Esmorga,2014,España,Película,6.66,2553
416,Mom (Serie de TV),2013,Estados Unidos,Serie de TV,5.61,2538
417,Retorno a Brideshead (Miniserie de TV),1981,Reino Unido,Miniserie de TV,7.91,2420
418,"No te preocupes, no llegará lejos a pie",2018,Estados Unidos,Película,6.31,2385
419,Guerreros de antaño,1994,Nueva Zelanda,Película,7.09,1843
420,El monstruo de St. Pauli,2019,Alemania,Película,6.46,1813
421,Alrededor de la medianoche,1986,Francia,Película,7.39,1810
422,Country Strong,2010,Estados Unidos,Película,5.45,1670
423,Patrick Melrose (Miniserie de TV),2018,Reino Unido,Miniserie de TV,7.14,1667
424,Tocando fondo,2012,Estados Unidos,Película,6.04,1644
425,Bajo el volcán,1984,Estados Unidos,Película,6.52,1251
426,Dodes 'Ka-Den (Dodeskaden),1970,Japón,Película,7.11,1145
427,Despertar en el infierno,1971,Australia,Película,7.23,1135
428,Trees Lounge (Una última copa),1996,Estados Unidos,Película,6.51,1119
429,Julia,2008,Francia,Película,6.38,1042
430,127 horas,2010,Estados Unidos,Película,6.78,57184
431,Everest,2015,Estados Unidos,Película,6.25,24518
432,Máximo riesgo,1993,Estados Unidos,Película,5.41,15252
433,Descenso,2005,Reino Unido,Película,5.97,14401
434,Límite vertical,2000,Estados Unidos,Película,5.18,13404
435,Free Solo,2018,Estados Unidos,Película,7.41,4281
436,Tocando el vacío,2003,Reino Unido,Película,7.53,3742
437,Licencia para matar,1975,Estados Unidos,Película,5.79,3669
438,Vertige,2009,Francia,Película,4.71,2637
439,El paso del diablo,2013,Reino Unido,Película,4.73,2223
440,El ascenso,2017,Francia,Película,6.07,2064
441,The Dawn Wall,2017,Austria,Película,7.81,1956
442,Un lugar solitario para morir,2011,Reino Unido,Película,5.2,1932
443,Pura vida. The Ridge,2012,España,Película,7.59,1599
444,Meru: odisea en el Himalaya,2015,Estados Unidos,Película,7.16,1378
445,Valley Uprising,2014,Estados Unidos,Película,7.82,919
446,Kilian Jornet: Camino al Everest,2017,España,Película,6.64,831
447,Grito de piedra,1991,Alemania,Película,6.26,681
448,Mountain,2017,Australia,Película,7.09,638
449,Nordwand (Cara norte),2008,Alemania,Película,6.81,632
450,K2,1991,Reino Unido,Película,5.63,610
451,La montaña siniestra,1956,Estados Unidos,Película,6.3,500
452,Nanga Parbat,2010,Alemania,Película,6.57,425
453,The Beckoning Silence (La llamada del silencio) (TV),2007,Reino Unido,TV,7.37,394
454,"Cinco días, un verano",1982,Estados Unidos,Película,5.83,317
455,A Fine Line,2012,Francia,Película,7.26,313
456,Al filo de lo imposible (Serie de TV),1982,España,Serie de TV,7.38,275
457,"Gasherbrum, la montaña luminosa (TV)",1984,Alemania del Oeste (RFA),TV,7.17,267
458,Déjame vivir,2014,España,Película,7.26,259
459,Cholitas,2019,Bolivia,Película,6.61,255
460,Más allá de las cimas,2009,Francia,Película,7.71,246
461,The Wildest Dream: Conquest of Everest,2010,Estados Unidos,Película,6.89,241
462,The Summit,2012,Irlanda,Película,6.71,221
463,Into the Mind,2013,Canadá,Película,6.19,194
464,La montaña trágica,1950,Estados Unidos,Película,5.65,184
465,Venganza en la cumbre,2010,Estados Unidos,Película,2.54,172
466,Tchang (C),2010,España,Cortometraje,5.91,161
467,Bajo cero (TV),2005,Estados Unidos,TV,3.24,153
468,Avalancha: Pánico en la cumbre,2004,Canadá,Película,2.82,150
469,"Everest, entre la gloria y la tragedia",1998,Estados Unidos,Película,6.18,150
470,Traición en la montaña (Ascenso mortal),2004,Estados Unidos,Película,2.6,149
471,Sherpa,2015,Australia,Película,6.89,131
472,Everest (Miniserie de TV),2007,Canadá,Miniserie de TV,4.8,121
473,Zabardast,2018,Francia,Película,7.22,103
474,Solo. Escalada a la vida,2014,España,Película,5.31,101
475,A ciegas,2006,Reino Unido,Película,6.45,89
476,K2. Tocando el cielo,2015,Polonia,Película,6.4,84
477,Exit,2019,Corea del Sur,Película,5.95,81
478,Prisioneros de la montaña,1929,Alemania,Película,6.93,76
479,Solo la montaña sabe la verdad (TV),2011,Alemania,TV,3.51,72
480,El hijo de la novia,2001,Argentina,Película,7.73,53772
481,"Nader y Simin, una separación",2011,Irán,Película,7.72,17341
482,Arrugas,2011,España,Película,7.57,16363
483,Siempre Alice,2014,Estados Unidos,Película,6.77,12737
484,El padre,2020,Reino Unido,Película,7.81,4458
485,Vivir dos veces,2019,España,Película,6.24,4026
486,Iris,2001,Reino Unido,Película,6.49,3102
487,Lejos de ella,2006,Canadá,Película,6.86,2982
488,Regreso a casa,2014,China,Película,7.02,2865
489,Poesía,2010,Corea del Sur,Película,7.23,2776
490,"Bicicleta, cuchara, manzana",2010,España,Película,7.07,2408
491,Remember,2015,Canadá,Película,6.59,2395
492,¿Y tú quién eres?,2007,España,Película,5.37,2153
493,La memoria del asesino,2003,Bélgica,Película,5.94,1325
494,Quédate conmigo,2012,Canadá,Película,6.51,866
495,Memorias de un asesino,2017,Corea del Sur,Película,6.71,779
496,La caja de pandora,2008,Turquía,Película,6.5,602
497,Los años más bellos de una vida,2019,Francia,Película,5.92,418
498,"Descansa en paz, Dick Johnson",2020,Estados Unidos,Película,6.73,408
499,Inolvidable (C),2019,Francia,Cortometraje,7.36,380
500,Bucarest. La memoria perdida,2008,España,Película,6.74,360
501,Amanecer de un sueño,2008,España,Película,5.0,312
502,Más fuerte que el olvido,2018,Estados Unidos,Película,6.22,292
503,Hilarity for Charity (TV),2018,Estados Unidos,TV,5.05,248
504,Hermann (C),2020,España,Cortometraje,5.99,240
505,Exile (Miniserie de TV),2011,Reino Unido,Miniserie de TV,7.12,203
506,Supernova,2020,Reino Unido,Película,6.34,184
507,Acordarse de cosas bellas,2001,Francia,Película,6.83,147
508,Remember Me (Recuérdame),2019,Estados Unidos,Película,5.13,131
509,Eligiendo morir (TV),2011,Reino Unido,TV,7.75,123
510,La primera cita,2018,España,Película,5.62,121
511,Anacos (C),2012,España,Cortometraje,6.77,115
512,Nadar,2008,España,Película,6.35,102
513,Undone (C),2019,Sudáfrica,Cortometraje,5.96,99
514,Mrs. Fang,2017,China,Película,6.28,92
515,Tutto quello che vuoi,2017,Italia,Película,6.36,80
516,Vilafranca (TV),2018,España,TV,5.98,63
517,Las buenas hierbas,2010,México,Película,6.02,60
518,Mamma Gogo,2010,Islandia,Película,5.98,58
519,Sacrificios del corazón (TV),2007,Estados Unidos,TV,3.27,48
520,Una juventud sin límites,2010,Italia,Película,5.73,44
521,Cartas a María,2014,España,Película,6.21,43
522,El mundo de Marty,2000,Francia,Película,6.71,41
523,Glen Campbell: I'll Be Me,2014,Estados Unidos,Película,6.73,41
524,Con la cabeza llena de miel,2018,Alemania,Película,4.3,40
525,Una canción para Martin,2001,Suecia,Película,6.29,38
